"No.","Time","Source","Destination","Protocol","Length","Info"
"471","341.801269","10.16.80.234","119.235.235.91","HTTP","221","POST /C2 HTTP/1.1 "
"472","342.940155","119.235.235.91","10.16.80.234","TCP","153","[TCP segment of a reassembled PDU]"
"473","342.940399","10.16.80.234","119.235.235.91","TCP","56","39899 > http [ACK] Seq=2526 Ack=1549 Win=63987 Len=0"
"474","342.950775","119.235.235.91","10.16.80.234","TCP","157","[TCP segment of a reassembled PDU]"
"475","342.990906","10.16.80.234","119.235.235.91","TCP","56","49328 > http [ACK] Seq=3451 Ack=7325 Win=58211 Len=0"
"476","343.215057","119.235.235.91","10.16.80.234","HTTP","77","HTTP/1.1 200 OK "
"477","343.215240","10.16.80.234","119.235.235.91","TCP","56","39899 > http [ACK] Seq=2526 Ack=1570 Win=63966 Len=0"
"478","343.331268","119.235.235.91","10.16.80.234","HTTP","326","HTTP/1.1 200 OK "
"479","343.331451","10.16.80.234","119.235.235.91","TCP","56","49328 > http [ACK] Seq=3451 Ack=7595 Win=57941 Len=0"
"480","343.348663","10.16.80.234","119.235.235.91","HTTP","212","POST /P3 HTTP/1.1 "
"481","344.140198","119.235.235.91","10.16.80.234","TCP","56","http > 49328 [ACK] Seq=7595 Ack=3607 Win=10720 Len=0"
"482","344.150268","119.235.235.91","10.16.80.234","TCP","157","[TCP segment of a reassembled PDU]"
"483","344.181000","10.16.80.234","119.235.235.91","TCP","56","49328 > http [ACK] Seq=3607 Ack=7696 Win=57840 Len=0"
"484","345.000122","119.235.235.91","10.16.80.234","TCP","157","[TCP Retransmission] http > 49328 [PSH, ACK] Seq=7595 Ack=3607 Win=10720 Len=101"
"485","345.000397","10.16.80.234","119.235.235.91","TCP","56","[TCP Dup ACK 483#1] 49328 > http [ACK] Seq=3607 Ack=7696 Win=57840 Len=0"
"486","345.119812","119.235.235.91","10.16.80.234","HTTP","224","HTTP/1.1 200 OK "
"487","345.120148","10.16.80.234","119.235.235.91","TCP","56","49328 > http [ACK] Seq=3607 Ack=7864 Win=57672 Len=0"
"488","345.191437","10.16.80.234","119.235.235.91","HTTP","212","POST /P3 HTTP/1.1 "
"489","345.580139","119.235.235.91","10.16.80.234","TCP","56","http > 49328 [ACK] Seq=7864 Ack=3763 Win=10720 Len=0"
"490","354.943481","119.235.235.91","10.16.80.234","TCP","157","[TCP segment of a reassembled PDU]"
"491","354.943848","10.16.80.234","119.235.235.91","TCP","56","49328 > http [ACK] Seq=3763 Ack=7965 Win=57571 Len=0"
"492","357.956055","119.235.235.91","10.16.80.234","HTTP","324","HTTP/1.1 200 OK "
"493","357.956238","10.16.80.234","119.235.235.91","TCP","56","49328 > http [ACK] Seq=3763 Ack=8233 Win=57303 Len=0"
"494","358.025818","119.235.235.91","10.16.80.234","TCP","324","[TCP Retransmission] [TCP segment of a reassembled PDU]"
"495","358.025940","10.16.80.234","119.235.235.91","TCP","56","[TCP Dup ACK 493#1] 49328 > http [ACK] Seq=3763 Ack=8233 Win=57303 Len=0"
"496","358.085846","119.235.235.91","10.16.80.234","TCP","324","[TCP Retransmission] [TCP segment of a reassembled PDU]"
"497","358.085968","10.16.80.234","119.235.235.91","TCP","56","[TCP Dup ACK 493#2] 49328 > http [ACK] Seq=3763 Ack=8233 Win=57303 Len=0"
"498","358.092804","10.16.80.234","119.235.235.91","HTTP","212","POST /P3 HTTP/1.1 "
"499","358.246521","10.16.80.234","119.235.235.91","HTTP","259","POST /S3 HTTP/1.1 "
"500","358.895599","119.235.235.91","10.16.80.234","TCP","56","http > 49328 [ACK] Seq=8233 Ack=3919 Win=10720 Len=0"
"501","358.925873","119.235.235.91","10.16.80.234","TCP","153","[TCP segment of a reassembled PDU]"
"502","358.926117","10.16.80.234","119.235.235.91","TCP","56","39899 > http [ACK] Seq=2729 Ack=1667 Win=63869 Len=0"
"503","358.935638","119.235.235.91","10.16.80.234","TCP","157","[TCP segment of a reassembled PDU]"
"504","358.935913","10.16.80.234","119.235.235.91","TCP","56","49328 > http [ACK] Seq=3919 Ack=8334 Win=57202 Len=0"
"505","359.385620","119.235.235.91","10.16.80.234","HTTP","84","HTTP/1.1 200 OK "
"506","359.385650","119.235.235.91","10.16.80.234","HTTP","224","HTTP/1.1 200 OK "
"507","359.386078","10.16.80.234","119.235.235.91","TCP","56","39899 > http [ACK] Seq=2729 Ack=1695 Win=63841 Len=0"
"508","359.386474","10.16.80.234","119.235.235.91","TCP","56","49328 > http [ACK] Seq=3919 Ack=8502 Win=57034 Len=0"
"509","359.427032","10.16.80.234","119.235.235.91","HTTP","212","POST /P3 HTTP/1.1 "
"510","359.705932","119.235.235.91","10.16.80.234","TCP","56","http > 49328 [ACK] Seq=8502 Ack=4075 Win=10720 Len=0"
"511","372.501282","10.16.80.234","119.235.235.91","HTTP","235","POST /C2 HTTP/1.1 "
"512","374.684967","119.235.235.91","10.16.80.234","TCP","153","[TCP segment of a reassembled PDU]"
"513","374.685150","10.16.80.234","119.235.235.91","TCP","56","39899 > http [ACK] Seq=2908 Ack=1792 Win=63744 Len=0"
"514","374.704864","119.235.235.91","10.16.80.234","TCP","157","[TCP segment of a reassembled PDU]"
"515","374.705047","10.16.80.234","119.235.235.91","TCP","56","49328 > http [ACK] Seq=4075 Ack=8603 Win=56933 Len=0"
"516","374.955292","119.235.235.91","10.16.80.234","HTTP","77","HTTP/1.1 200 OK "
"517","374.955536","10.16.80.234","119.235.235.91","TCP","56","39899 > http [ACK] Seq=2908 Ack=1813 Win=63723 Len=0"
"518","374.985046","119.235.235.91","10.16.80.234","HTTP","340","HTTP/1.1 200 OK "
"519","374.985290","10.16.80.234","119.235.235.91","TCP","56","49328 > http [ACK] Seq=4075 Ack=8887 Win=56649 Len=0"
"520","375.017853","10.16.80.234","119.235.235.91","HTTP","212","POST /P3 HTTP/1.1 "
"521","375.295166","119.235.235.91","10.16.80.234","TCP","56","http > 49328 [ACK] Seq=8887 Ack=4231 Win=10720 Len=0"
"522","375.306183","119.235.235.91","10.16.80.234","TCP","157","[TCP segment of a reassembled PDU]"
"523","375.340881","10.16.80.234","119.235.235.91","TCP","56","49328 > http [ACK] Seq=4231 Ack=8988 Win=56548 Len=0"
"524","375.554993","119.235.235.91","10.16.80.234","HTTP","224","HTTP/1.1 200 OK "
"525","375.555328","10.16.80.234","119.235.235.91","TCP","56","49328 > http [ACK] Seq=4231 Ack=9156 Win=56380 Len=0"
"526","375.624786","10.16.80.234","119.235.235.91","HTTP","212","POST /P3 HTTP/1.1 "
"527","375.955078","119.235.235.91","10.16.80.234","TCP","56","http > 49328 [ACK] Seq=9156 Ack=4387 Win=10720 Len=0"
"528","390.162659","10.16.80.234","119.235.235.91","HTTP","223","POST /C2 HTTP/1.1 "
"529","391.634643","119.235.235.91","10.16.80.234","TCP","153","[TCP segment of a reassembled PDU]"
"530","391.634857","10.16.80.234","119.235.235.91","TCP","56","39899 > http [ACK] Seq=3075 Ack=1910 Win=63626 Len=0"
"531","391.644409","119.235.235.91","10.16.80.234","TCP","157","[TCP segment of a reassembled PDU]"
"532","391.644562","10.16.80.234","119.235.235.91","TCP","56","49328 > http [ACK] Seq=4387 Ack=9257 Win=56279 Len=0"
"533","391.854156","119.235.235.91","10.16.80.234","HTTP","77","HTTP/1.1 200 OK "
"534","391.854339","10.16.80.234","119.235.235.91","TCP","56","39899 > http [ACK] Seq=3075 Ack=1931 Win=63605 Len=0"
"535","391.894409","119.235.235.91","10.16.80.234","HTTP","328","HTTP/1.1 200 OK "
"536","391.894592","10.16.80.234","119.235.235.91","TCP","56","49328 > http [ACK] Seq=4387 Ack=9529 Win=56007 Len=0"
"537","391.906036","10.16.80.234","119.235.235.91","HTTP","212","POST /P3 HTTP/1.1 "
"538","392.154388","119.235.235.91","10.16.80.234","TCP","56","http > 49328 [ACK] Seq=9529 Ack=4543 Win=10720 Len=0"
"539","392.164215","119.235.235.91","10.16.80.234","TCP","157","[TCP segment of a reassembled PDU]"
"540","392.200897","10.16.80.234","119.235.235.91","TCP","56","49328 > http [ACK] Seq=4543 Ack=9630 Win=55906 Len=0"
"541","392.424225","119.235.235.91","10.16.80.234","HTTP","224","HTTP/1.1 200 OK "
"542","392.425629","10.16.80.234","119.235.235.91","TCP","56","49328 > http [ACK] Seq=4543 Ack=9798 Win=55738 Len=0"
"543","392.524597","10.16.80.234","119.235.235.91","HTTP","212","POST /P3 HTTP/1.1 "
"544","392.814270","119.235.235.91","10.16.80.234","TCP","56","http > 49328 [ACK] Seq=9798 Ack=4699 Win=10720 Len=0"
"545","400.424652","119.235.235.91","10.16.80.234","TCP","157","[TCP segment of a reassembled PDU]"
"546","400.425018","10.16.80.234","119.235.235.91","TCP","56","49328 > http [ACK] Seq=4699 Ack=9899 Win=55637 Len=0"
"547","400.674408","119.235.235.91","10.16.80.234","HTTP","328","HTTP/1.1 200 OK "
"548","400.674774","10.16.80.234","119.235.235.91","TCP","56","49328 > http [ACK] Seq=4699 Ack=10171 Win=55365 Len=0"
"549","400.804077","10.16.80.234","119.235.235.91","HTTP","212","POST /P3 HTTP/1.1 "
"550","400.917999","10.16.80.234","119.235.235.91","HTTP","259","POST /S3 HTTP/1.1 "
"551","401.054291","119.235.235.91","10.16.80.234","TCP","56","http > 49328 [ACK] Seq=10171 Ack=4855 Win=10720 Len=0"
"552","401.174255","119.235.235.91","10.16.80.234","TCP","153","[TCP segment of a reassembled PDU]"
"553","401.174499","10.16.80.234","119.235.235.91","TCP","56","39899 > http [ACK] Seq=3278 Ack=2028 Win=63508 Len=0"
"554","401.184112","119.235.235.91","10.16.80.234","TCP","157","[TCP segment of a reassembled PDU]"
"555","401.184296","10.16.80.234","119.235.235.91","TCP","56","49328 > http [ACK] Seq=4855 Ack=10272 Win=55264 Len=0"
"556","401.406433","119.235.235.91","10.16.80.234","HTTP","84","HTTP/1.1 200 OK "
"557","401.406616","10.16.80.234","119.235.235.91","TCP","56","39899 > http [ACK] Seq=3278 Ack=2056 Win=63480 Len=0"
"558","401.423920","119.235.235.91","10.16.80.234","HTTP","224","HTTP/1.1 200 OK "
"559","401.424072","10.16.80.234","119.235.235.91","TCP","56","49328 > http [ACK] Seq=4855 Ack=10440 Win=55096 Len=0"
"560","401.441803","10.16.80.234","119.235.235.91","HTTP","212","POST /P3 HTTP/1.1 "
"561","401.714172","119.235.235.91","10.16.80.234","TCP","56","http > 49328 [ACK] Seq=10440 Ack=5011 Win=10720 Len=0"
"562","423.214111","119.235.235.91","10.16.80.234","TCP","157","[TCP segment of a reassembled PDU]"
"563","423.234039","119.235.235.91","10.16.80.234","TCP","157","[TCP Retransmission] http > 49328 [PSH, ACK] Seq=10440 Ack=5011 Win=10720 Len=101"
"564","423.234222","10.16.80.234","119.235.235.91","TCP","56","49328 > http [ACK] Seq=5011 Ack=10541 Win=54995 Len=0"
"565","423.443512","119.235.235.91","10.16.80.234","HTTP","321","HTTP/1.1 200 OK "
"566","423.443664","10.16.80.234","119.235.235.91","TCP","56","49328 > http [ACK] Seq=5011 Ack=10806 Win=54730 Len=0"
"567","423.627899","10.16.80.234","119.235.235.91","HTTP","212","POST /P3 HTTP/1.1 "
"568","423.771545","10.16.80.234","119.235.235.91","HTTP","259","POST /S3 HTTP/1.1 "
"569","423.843292","119.235.235.91","10.16.80.234","TCP","56","http > 49328 [ACK] Seq=10806 Ack=5167 Win=10720 Len=0"
"570","424.073974","119.235.235.91","10.16.80.234","TCP","153","[TCP segment of a reassembled PDU]"
"571","424.074341","10.16.80.234","119.235.235.91","TCP","56","39899 > http [ACK] Seq=3481 Ack=2153 Win=63383 Len=0"
"572","424.083496","119.235.235.91","10.16.80.234","TCP","157","[TCP segment of a reassembled PDU]"
"573","424.083771","10.16.80.234","119.235.235.91","TCP","56","49328 > http [ACK] Seq=5167 Ack=10907 Win=54629 Len=0"
"574","424.283661","119.235.235.91","10.16.80.234","HTTP","84","HTTP/1.1 200 OK "
"575","424.283996","10.16.80.234","119.235.235.91","TCP","56","39899 > http [ACK] Seq=3481 Ack=2181 Win=63355 Len=0"
"576","424.293823","119.235.235.91","10.16.80.234","HTTP","224","HTTP/1.1 200 OK "
"577","424.294159","10.16.80.234","119.235.235.91","TCP","56","49328 > http [ACK] Seq=5167 Ack=11075 Win=54461 Len=0"
"578","424.394623","10.16.80.234","119.235.235.91","HTTP","212","POST /P3 HTTP/1.1 "
"579","425.113952","119.235.235.91","10.16.80.234","TCP","56","http > 49328 [ACK] Seq=11075 Ack=5323 Win=10720 Len=0"
"580","439.608459","10.16.80.234","119.235.235.91","HTTP","226","POST /C2 HTTP/1.1 "
"581","443.070892","10.16.80.234","119.235.235.91","HTTP","226","[TCP Retransmission] POST /C2 HTTP/1.1 "
"582","443.941192","119.235.235.91","10.16.80.234","TCP","56","http > 39899 [ACK] Seq=2181 Ack=3651 Win=10720 Len=0"
"583","444.402130","119.235.235.91","10.16.80.234","TCP","153","[TCP segment of a reassembled PDU]"
"584","444.402435","10.16.80.234","119.235.235.91","TCP","56","39899 > http [ACK] Seq=3651 Ack=2278 Win=63258 Len=0"
"585","444.531769","119.235.235.91","10.16.80.234","TCP","157","[TCP segment of a reassembled PDU]"
"586","444.531769","119.235.235.91","10.16.80.234","TCP","153","[TCP Retransmission] http > 39899 [PSH, ACK] Seq=2181 Ack=3651 Win=10720 Len=97"
"587","444.532104","10.16.80.234","119.235.235.91","TCP","56","49328 > http [ACK] Seq=5323 Ack=11176 Win=54360 Len=0"
"588","444.536346","10.16.80.234","119.235.235.91","TCP","56","[TCP Dup ACK 584#1] 39899 > http [ACK] Seq=3651 Ack=2278 Win=63258 Len=0"
"589","444.651886","119.235.235.91","10.16.80.234","TCP","157","[TCP Retransmission] http > 49328 [PSH, ACK] Seq=11075 Ack=5323 Win=10720 Len=101"
"590","444.652283","10.16.80.234","119.235.235.91","TCP","56","[TCP Dup ACK 587#1] 49328 > http [ACK] Seq=5323 Ack=11176 Win=54360 Len=0"
"591","444.710419","119.235.235.91","10.16.80.234","HTTP","77","HTTP/1.1 200 OK "
"592","444.710724","10.16.80.234","119.235.235.91","TCP","56","39899 > http [ACK] Seq=3651 Ack=2299 Win=63237 Len=0"
"593","444.771149","119.235.235.91","10.16.80.234","HTTP","331","HTTP/1.1 200 OK "
"594","444.771484","10.16.80.234","119.235.235.91","TCP","56","49328 > http [ACK] Seq=5323 Ack=11451 Win=54085 Len=0"
"595","444.862366","10.16.80.234","119.235.235.91","HTTP","212","POST /P3 HTTP/1.1 "
"596","445.130463","119.235.235.91","10.16.80.234","TCP","56","http > 49328 [ACK] Seq=11451 Ack=5479 Win=10720 Len=0"
"597","445.150513","119.235.235.91","10.16.80.234","TCP","157","[TCP segment of a reassembled PDU]"
"598","445.150604","10.16.80.234","119.235.235.91","TCP","56","49328 > http [ACK] Seq=5479 Ack=11552 Win=53984 Len=0"
"599","445.412170","119.235.235.91","10.16.80.234","HTTP","224","HTTP/1.1 200 OK "
"600","445.412567","10.16.80.234","119.235.235.91","TCP","56","49328 > http [ACK] Seq=5479 Ack=11720 Win=53816 Len=0"
"601","445.513336","10.16.80.234","119.235.235.91","HTTP","212","POST /P3 HTTP/1.1 "
"602","445.810394","119.235.235.91","10.16.80.234","TCP","56","http > 49328 [ACK] Seq=11720 Ack=5635 Win=10720 Len=0"
"603","448.860687","119.235.235.91","10.16.80.234","TCP","157","[TCP segment of a reassembled PDU]"
"604","448.861053","10.16.80.234","119.235.235.91","TCP","56","49328 > http [ACK] Seq=5635 Ack=11821 Win=53715 Len=0"
"605","449.120636","119.235.235.91","10.16.80.234","HTTP","325","HTTP/1.1 200 OK "
"606","449.121063","10.16.80.234","119.235.235.91","TCP","56","49328 > http [ACK] Seq=5635 Ack=12090 Win=53446 Len=0"
"607","449.254181","10.16.80.234","119.235.235.91","HTTP","212","POST /P3 HTTP/1.1 "
"608","449.424255","10.16.80.234","119.235.235.91","HTTP","259","POST /S3 HTTP/1.1 "
"609","449.530273","119.235.235.91","10.16.80.234","TCP","56","http > 49328 [ACK] Seq=12090 Ack=5791 Win=10720 Len=0"
"610","449.720306","119.235.235.91","10.16.80.234","TCP","153","[TCP segment of a reassembled PDU]"
"611","449.720672","10.16.80.234","119.235.235.91","TCP","56","39899 > http [ACK] Seq=3854 Ack=2396 Win=63140 Len=0"
"612","449.750976","119.235.235.91","10.16.80.234","TCP","157","[TCP segment of a reassembled PDU]"
"613","449.751373","10.16.80.234","119.235.235.91","TCP","56","49328 > http [ACK] Seq=5791 Ack=12191 Win=53345 Len=0"
"614","449.920990","119.235.235.91","10.16.80.234","HTTP","84","HTTP/1.1 200 OK "
"615","449.921356","10.16.80.234","119.235.235.91","TCP","56","39899 > http [ACK] Seq=3854 Ack=2424 Win=63112 Len=0"
"616","449.991546","119.235.235.91","10.16.80.234","HTTP","224","HTTP/1.1 200 OK "
"617","449.994079","10.16.80.234","119.235.235.91","TCP","56","49328 > http [ACK] Seq=5791 Ack=12359 Win=53177 Len=0"
"618","450.005554","10.16.80.234","119.235.235.91","HTTP","212","POST /P3 HTTP/1.1 "
"619","450.200378","119.235.235.91","10.16.80.234","TCP","56","http > 49328 [ACK] Seq=12359 Ack=5947 Win=10720 Len=0"
"620","466.070343","10.16.80.234","119.235.235.91","HTTP","215","POST /C2 HTTP/1.1 "
"621","466.652893","119.235.235.91","10.16.80.234","TCP","153","[TCP segment of a reassembled PDU]"
"622","466.653168","10.16.80.234","119.235.235.91","TCP","56","39899 > http [ACK] Seq=4013 Ack=2521 Win=63015 Len=0"
"623","466.691498","119.235.235.91","10.16.80.234","TCP","157","[TCP segment of a reassembled PDU]"
"624","466.730957","10.16.80.234","119.235.235.91","TCP","56","49328 > http [ACK] Seq=5947 Ack=12460 Win=53076 Len=0"
"625","471.779449","119.235.235.91","10.16.80.234","TCP","153","[TCP Retransmission] http > 39899 [PSH, ACK] Seq=2424 Ack=4013 Win=10720 Len=97"
"626","471.779632","10.16.80.234","119.235.235.91","TCP","56","[TCP Dup ACK 622#1] 39899 > http [ACK] Seq=4013 Ack=2521 Win=63015 Len=0"
"627","471.799072","119.235.235.91","10.16.80.234","TCP","157","[TCP Retransmission] http > 49328 [PSH, ACK] Seq=12359 Ack=5947 Win=10720 Len=101"
"628","471.799255","10.16.80.234","119.235.235.91","TCP","56","[TCP Dup ACK 624#1] 49328 > http [ACK] Seq=5947 Ack=12460 Win=53076 Len=0"
"629","471.819153","119.235.235.91","10.16.80.234","HTTP","77","HTTP/1.1 200 OK "
"630","471.819305","10.16.80.234","119.235.235.91","TCP","56","39899 > http [ACK] Seq=4013 Ack=2542 Win=62994 Len=0"
"631","471.848938","119.235.235.91","10.16.80.234","HTTP","320","HTTP/1.1 200 OK "
"632","471.848968","119.235.235.91","10.16.80.234","TCP","77","[TCP Retransmission] [TCP segment of a reassembled PDU]"
"633","471.849090","10.16.80.234","119.235.235.91","TCP","56","[TCP Dup ACK 630#1] 39899 > http [ACK] Seq=4013 Ack=2542 Win=62994 Len=0"
"634","471.849213","10.16.80.234","119.235.235.91","TCP","56","49328 > http [ACK] Seq=5947 Ack=12724 Win=52812 Len=0"
"635","471.860260","10.16.80.234","119.235.235.91","HTTP","212","POST /P3 HTTP/1.1 "
"636","471.889099","119.235.235.91","10.16.80.234","TCP","320","[TCP Retransmission] [TCP segment of a reassembled PDU]"
"637","471.889099","119.235.235.91","10.16.80.234","TCP","77","[TCP Retransmission] [TCP segment of a reassembled PDU]"
"638","471.889252","10.16.80.234","119.235.235.91","TCP","56","[TCP Dup ACK 630#2] 39899 > http [ACK] Seq=4013 Ack=2542 Win=62994 Len=0"
"639","471.902191","10.16.80.234","119.235.235.91","TCP","56","[TCP Dup ACK 635#1] 49328 > http [ACK] Seq=6103 Ack=12724 Win=52812 Len=0"
"640","471.919220","119.235.235.91","10.16.80.234","TCP","320","[TCP Retransmission] [TCP segment of a reassembled PDU]"
"641","471.919403","10.16.80.234","119.235.235.91","TCP","56","[TCP Dup ACK 635#2] 49328 > http [ACK] Seq=6103 Ack=12724 Win=52812 Len=0"
"642","472.099151","119.235.235.91","10.16.80.234","TCP","56","http > 49328 [ACK] Seq=12724 Ack=6103 Win=10720 Len=0"
"643","472.119293","119.235.235.91","10.16.80.234","TCP","157","[TCP segment of a reassembled PDU]"
"644","472.119568","10.16.80.234","119.235.235.91","TCP","56","49328 > http [ACK] Seq=6103 Ack=12825 Win=52711 Len=0"
"645","472.349396","119.235.235.91","10.16.80.234","HTTP","224","HTTP/1.1 200 OK "
"646","472.349731","10.16.80.234","119.235.235.91","TCP","56","49328 > http [ACK] Seq=6103 Ack=12993 Win=52543 Len=0"
"647","472.425018","10.16.80.234","119.235.235.91","HTTP","212","POST /P3 HTTP/1.1 "
"648","472.699249","119.235.235.91","10.16.80.234","TCP","56","http > 49328 [ACK] Seq=12993 Ack=6259 Win=10720 Len=0"
"649","479.830627","119.235.235.91","10.16.80.234","TCP","157","[TCP segment of a reassembled PDU]"
"650","479.831085","10.16.80.234","119.235.235.91","TCP","56","49328 > http [ACK] Seq=6259 Ack=13094 Win=52442 Len=0"
"651","480.150696","119.235.235.91","10.16.80.234","HTTP","325","HTTP/1.1 200 OK "
"652","480.151092","10.16.80.234","119.235.235.91","TCP","56","49328 > http [ACK] Seq=6259 Ack=13363 Win=52173 Len=0"
"653","480.283905","10.16.80.234","119.235.235.91","HTTP","212","POST /P3 HTTP/1.1 "
"654","480.397583","10.16.80.234","119.235.235.91","HTTP","259","POST /S3 HTTP/1.1 "
"655","480.689331","119.235.235.91","10.16.80.234","TCP","56","http > 49328 [ACK] Seq=13363 Ack=6415 Win=10720 Len=0"
"656","480.849304","119.235.235.91","10.16.80.234","TCP","153","[TCP segment of a reassembled PDU]"
"657","480.849518","10.16.80.234","119.235.235.91","TCP","56","39899 > http [ACK] Seq=4216 Ack=2639 Win=62897 Len=0"
"658","480.868988","119.235.235.91","10.16.80.234","TCP","157","[TCP segment of a reassembled PDU]"
"659","480.869415","10.16.80.234","119.235.235.91","TCP","56","49328 > http [ACK] Seq=6415 Ack=13464 Win=52072 Len=0"
"660","481.429626","119.235.235.91","10.16.80.234","TCP","157","[TCP Retransmission] http > 49328 [PSH, ACK] Seq=13363 Ack=6415 Win=10720 Len=101"
"661","481.431335","10.16.80.234","119.235.235.91","TCP","56","[TCP Dup ACK 659#1] 49328 > http [ACK] Seq=6415 Ack=13464 Win=52072 Len=0"
"662","481.698791","119.235.235.91","10.16.80.234","HTTP","84","HTTP/1.1 200 OK "
"663","481.699066","10.16.80.234","119.235.235.91","TCP","56","39899 > http [ACK] Seq=4216 Ack=2667 Win=62869 Len=0"
"664","481.728577","119.235.235.91","10.16.80.234","HTTP","224","HTTP/1.1 200 OK "
"665","481.728760","10.16.80.234","119.235.235.91","TCP","56","49328 > http [ACK] Seq=6415 Ack=13632 Win=51904 Len=0"
"666","481.781128","10.16.80.234","119.235.235.91","HTTP","212","POST /P3 HTTP/1.1 "
"667","482.018860","119.235.235.91","10.16.80.234","TCP","56","http > 49328 [ACK] Seq=13632 Ack=6571 Win=10720 Len=0"
"668","486.594116","10.16.80.234","119.235.235.91","HTTP","220","POST /C2 HTTP/1.1 "
"669","488.090271","119.235.235.91","10.16.80.234","TCP","153","[TCP segment of a reassembled PDU]"
"670","488.090668","10.16.80.234","119.235.235.91","TCP","56","39899 > http [ACK] Seq=4380 Ack=2764 Win=62772 Len=0"
"671","488.110382","119.235.235.91","10.16.80.234","TCP","157","[TCP segment of a reassembled PDU]"
"672","488.110718","10.16.80.234","119.235.235.91","TCP","56","49328 > http [ACK] Seq=6571 Ack=13733 Win=51803 Len=0"
"673","488.410583","119.235.235.91","10.16.80.234","HTTP","77","HTTP/1.1 200 OK "
"674","488.411102","10.16.80.234","119.235.235.91","TCP","56","39899 > http [ACK] Seq=4380 Ack=2785 Win=62751 Len=0"
"675","488.472290","119.235.235.91","10.16.80.234","HTTP","325","HTTP/1.1 200 OK "
"676","488.474518","10.16.80.234","119.235.235.91","TCP","56","49328 > http [ACK] Seq=6571 Ack=14002 Win=51534 Len=0"
"677","488.485138","10.16.80.234","119.235.235.91","HTTP","212","POST /P3 HTTP/1.1 "
"678","488.934906","119.235.235.91","10.16.80.234","TCP","56","http > 49328 [ACK] Seq=14002 Ack=6727 Win=10720 Len=0"
"679","488.949158","119.235.235.91","10.16.80.234","TCP","157","[TCP segment of a reassembled PDU]"
"680","488.980957","10.16.80.234","119.235.235.91","TCP","56","49328 > http [ACK] Seq=6727 Ack=14103 Win=51433 Len=0"
"681","489.850525","119.235.235.91","10.16.80.234","HTTP","224","HTTP/1.1 200 OK "
"682","489.850708","10.16.80.234","119.235.235.91","TCP","56","49328 > http [ACK] Seq=6727 Ack=14271 Win=51265 Len=0"
"683","489.900024","119.235.235.91","10.16.80.234","TCP","224","[TCP Retransmission] [TCP segment of a reassembled PDU]"
"684","489.900268","10.16.80.234","119.235.235.91","TCP","56","[TCP Dup ACK 682#1] 49328 > http [ACK] Seq=6727 Ack=14271 Win=51265 Len=0"
"685","489.922638","10.16.80.234","119.235.235.91","HTTP","212","POST /P3 HTTP/1.1 "
"686","490.689850","119.235.235.91","10.16.80.234","TCP","56","http > 49328 [ACK] Seq=14271 Ack=6883 Win=10720 Len=0"
"687","493.051147","119.235.235.91","10.16.80.234","TCP","157","[TCP segment of a reassembled PDU]"
"688","493.051636","10.16.80.234","119.235.235.91","TCP","56","49328 > http [ACK] Seq=6883 Ack=14372 Win=51164 Len=0"
"689","493.550079","119.235.235.91","10.16.80.234","HTTP","319","HTTP/1.1 200 OK "
"690","493.550567","10.16.80.234","119.235.235.91","TCP","56","49328 > http [ACK] Seq=6883 Ack=14635 Win=50901 Len=0"
"691","493.646606","10.16.80.234","119.235.235.91","HTTP","212","POST /P3 HTTP/1.1 "
"692","493.763000","10.16.80.234","119.235.235.91","HTTP","259","POST /S3 HTTP/1.1 "
"693","494.049225","119.235.235.91","10.16.80.234","TCP","56","http > 49328 [ACK] Seq=14635 Ack=7039 Win=10720 Len=0"
"694","494.638306","119.235.235.91","10.16.80.234","TCP","157","[TCP segment of a reassembled PDU]"
"695","494.640961","10.16.80.234","119.235.235.91","TCP","56","49328 > http [ACK] Seq=7039 Ack=14736 Win=50800 Len=0"
"696","494.658264","119.235.235.91","10.16.80.234","TCP","153","[TCP segment of a reassembled PDU]"
"697","494.658447","10.16.80.234","119.235.235.91","TCP","56","39899 > http [ACK] Seq=4583 Ack=2882 Win=62654 Len=0"
"698","494.898590","119.235.235.91","10.16.80.234","TCP","157","[TCP Retransmission] http > 49328 [PSH, ACK] Seq=14635 Ack=7039 Win=10720 Len=101"
"699","494.898590","119.235.235.91","10.16.80.234","HTTP","224","HTTP/1.1 200 OK "
"700","494.898865","10.16.80.234","119.235.235.91","TCP","56","[TCP Dup ACK 695#1] 49328 > http [ACK] Seq=7039 Ack=14736 Win=50800 Len=0"
"701","494.898956","10.16.80.234","119.235.235.91","TCP","56","49328 > http [ACK] Seq=7039 Ack=14904 Win=50632 Len=0"
"702","494.918243","119.235.235.91","10.16.80.234","HTTP","84","HTTP/1.1 200 OK "
"703","494.919556","10.16.80.234","119.235.235.91","TCP","56","39899 > http [ACK] Seq=4583 Ack=2910 Win=62626 Len=0"
"704","494.940216","10.16.80.234","119.235.235.91","HTTP","212","POST /P3 HTTP/1.1 "
"705","495.189361","119.235.235.91","10.16.80.234","TCP","56","http > 49328 [ACK] Seq=14904 Ack=7195 Win=10720 Len=0"
"706","506.323883","10.16.80.234","119.235.235.91","HTTP","226","POST /C2 HTTP/1.1 "
"707","508.036468","119.235.235.91","10.16.80.234","TCP","153","[TCP segment of a reassembled PDU]"
"708","508.036682","10.16.80.234","119.235.235.91","TCP","56","39899 > http [ACK] Seq=4753 Ack=3007 Win=62529 Len=0"
